User ID,Movie ID,Rating
CinemaSerf,1034541,7.0
r96sk,1034541,7.0
r96sk,912649,7.0
Mangoturtle,912649,2.0
CinemaSerf,912649,6.0
Brent Marchant,1184918,7.0
CinemaSerf,1184918,7.0
Manuel São Bento,1184918,9.0
BiankaMalburg,1184918,9.0
Manuel São Bento,933260,8.0
griggs79,933260,10.0
Brent Marchant,933260,4.0
CinemaSerf,933260,7.0
r96sk,933260,9.0
CinemaSerf,698687,7.0
CinemaSerf,889737,6.0
YearOneFun,889737,1.0
Manuel São Bento,889737,4.0
Brent Marchant,889737,5.0
biancarockr,889737,5.0
r96sk,889737,9.0
aGoryLouie,889737,6.0
r96sk,945961,8.0
CinemaSerf,945961,7.0
MovieGuys,945961,6.0
Manuel São Bento,945961,7.0
Mister BLAQK,945961,7.0
Dean,945961,10.0
Hotplix,1022789,8.0
CinemaSerf,1022789,6.0
Chris Sawin,1022789,5.0
heyitsmestoney,1022789,7.0
TheSceneSnobs,1022789,8.0
Gimly,335983,6.0
javajohnny,335983,7.0
Per Gunnar Jonsson,335983,7.0
Nelson,335983,9.0
Manuel São Bento,335983,4.0
r96sk,335983,8.0
r96sk,335983,8.0
Martha,335983,8.0
GenerationofSwine,335983,10.0
shammahrashad,533535,6.0
r96sk,533535,9.0
Chris Sawin,533535,8.0
Brent Marchant,533535,6.0
Sean,533535,10.0
CinemaSerf,533535,7.0
TheSceneSnobs,533535,8.0
GenerationofSwine,533535,10.0
JPV852,533535,7.0
Pringo,533535,10.0
DonGable,533535,4.0
aGoryLouie,533535,8.0
davidrobitaille,533535,10.0
tmdb51616167,533535,9.0
albuainain,533535,7.0
CinemaSerf,1084736,7.0
Cal,580489,7.0
RADIO1'S MR. MOVIE!-MAD AMI 🌠,580489,7.0
Henry,580489,9.0
Chris Sawin,580489,6.0
JPV852,580489,7.0
DallasBob,580489,5.0
r96sk,580489,7.0
CinemaSerf,580489,6.0
Martha,580489,6.0
Gimly,354912,5.0
furious_iz,354912,9.0
priya_,354912,10.0
r96sk,354912,10.0
CinemaSerf,354912,7.0
MovieGuys,1051896,7.0
CinemaSerf,1051896,7.0
TheSceneSnobs,1051896,5.0
Chandler Danier,1051896,10.0
Manuel São Bento,1029235,7.0
Dean,1029235,3.0
Hotplix,519182,8.0
TheSceneSnobs,519182,6.0
CinemaSerf,519182,6.0
Louisa Moore - Screen Zealots,519182,3.0
Louisa Moore - Screen Zealots,519182,3.0
UWotMatez,519182,3.0
Josh,519182,2.0
Carlos G Diaz,420634,8.0
Nathan,420634,3.0
CinemaSerf,420634,6.0
griggs79,420634,6.0
r96sk,420634,6.0
Manuel São Bento,917496,6.0
tmdb51616167,917496,8.0
Brent Marchant,917496,6.0
GenerationofSwine,917496,10.0
CinemaSerf,917496,6.0
r96sk,917496,7.0
griggs79,917496,6.0
Nathan,663712,6.0
CinemaSerf,663712,5.0
r96sk,663712,7.0
Manuel São Bento,1079091,6.0
CinemaSerf,1079091,6.0
r96sk,1079091,8.0
CinemaSerf,1159311,7.0
Brent Marchant,616446,7.0
Gimly,231001,4.0
CinemaSerf,957452,6.0
r96sk,957452,5.0
MovieGuys,957452,2.0
CinemaSerf,573435,7.0
r96sk,573435,7.0
TheSceneSnobs,573435,7.0
GenerationofSwine,573435,1.0
MovieGuys,573435,6.0
Louisa Moore - Screen Zealots,573435,9.0
Chandler Danier,573435,9.0
Per Gunnar Jonsson,573435,6.0
Manuel São Bento,1100782,8.0
Louisa Moore - Screen Zealots,1025596,6.0
MovieGuys,726139,6.0
CinemaSerf,1010581,5.0
CinemaSerf,1087822,5.0
MovieGuys,1087822,4.0
TheSceneSnobs,1079485,6.0
tmdb51616167,1029281,8.0
CinemaSerf,1029281,7.0
r96sk,1029281,8.0
r96sk,592695,7.0
Andres Gomez,9479,6.0
CinemaSerf,9479,7.0
Manuel São Bento,639720,8.0
CinemaSerf,639720,7.0
Hotplix,639720,7.0
Cinema_Snobb,639720,5.0
TheSceneSnobs,639720,2.0
oswaldovzki,639720,7.0
Chris Sawin,1011985,6.0
CinemaSerf,1011985,6.0
dumasori,1011985,2.0
Chandler Danier,1011985,8.0
Sejian,1011985,6.0
Louisa Moore - Screen Zealots,1032823,2.0
r96sk,1032823,6.0
CinemaSerf,1032823,6.0
TheSceneSnobs,1032823,7.0
WideEyes,1032823,1.0
tmdb51616167,1032823,7.0
MovieGuys,1032823,4.0
Sejian,1032823,6.0
albuainain,1032823,6.0
ragmondo,1032823,3.0
CinemaSerf,1022796,6.0
Manuel São Bento,1022796,7.0
r96sk,1022796,7.0
CinemaSerf,748783,6.0
dorran,748783,3.0
Manuel São Bento,748783,7.0
Hotplix,748783,7.0
TheSceneSnobs,748783,7.0
CinemaSerf,826510,6.0
r96sk,1114513,9.0
CinemaSerf,1114513,6.0
Manuel São Bento,1114513,7.0
griggs79,1114513,6.0
dumasori,1114513,6.0
Manuel São Bento,653346,7.0
CinemaSerf,653346,7.0
r96sk,653346,6.0
Midi-chlorian_Count,653346,6.0
Hotplix,653346,8.0
MovieGuys,653346,6.0
TheSceneSnobs,653346,7.0
aGoryLouie,653346,6.0
Chandler Danier,653346,5.0
The Movie Mob,603692,9.0
CinemaSerf,603692,6.0
Manuel São Bento,603692,8.0
EthicalAndroid,603692,10.0
GenerationofSwine,603692,10.0
Louisa Moore - Screen Zealots,603692,8.0
Chris Sawin,603692,8.0
Nathan,603692,9.0
MovieGuys,603692,7.0
tmdb42690476,603692,1.0
Sarthak Bharad,603692,10.0
Rob,603692,7.0
JPV852,603692,8.0
Per Gunnar Jonsson,603692,6.0
whitsbrain,603692,4.0
CinemaSerf,1059264,6.0
r96sk,1226578,7.0
CinemaSerf,1226578,7.0
Chandler Danier,1226578,7.0
Sejian,1226578,8.0
Dean,1226578,7.0
tmdb51616167,1226578,5.0
CinemaSerf,762441,6.0
Brent Marchant,762441,8.0
MovieGuys,762441,4.0
Manuel São Bento,762441,8.0
Chris Sawin,762441,5.0
r96sk,762441,6.0
TheSceneSnobs,762441,7.0
tmdb51616167,762441,7.0
Sejian,1047020,5.0
r96sk,365177,7.0
valardohaeriz,365177,5.0
CinemaSerf,365177,6.0
UWotMatez,365177,1.0
TheSceneSnobs,365177,1.0
MovieGuys,365177,3.0
MovieGuys,1118031,5.0
CinemaSerf,916192,6.0
CinemaSerf,940551,6.0
tmdb51616167,940551,7.0
Sejian,507241,8.0
MovieGuys,1215162,3.0
Manuel São Bento,718821,6.0
r96sk,718821,7.0
Brent Marchant,718821,6.0
CinemaSerf,718821,6.0
GenerationofSwine,718821,10.0
Louisa Moore - Screen Zealots,718821,5.0
Chandler Danier,718821,4.0
Sejian,718821,6.0
Dean,718821,7.0
Andres Gomez,198663,5.0
Per Gunnar Jonsson,198663,7.0
Trazbor O'Gukguk,198663,1.0
Gimly,198663,6.0
CinemaSerf,198663,7.0
CinemaSerf,588648,6.0
Manuel São Bento,823464,7.0
CinemaSerf,823464,6.0
r96sk,823464,5.0
ultra1967,823464,7.0
MovieGuys,823464,6.0
dumasori,823464,3.0
Sejian,823464,6.0
Denishux,823464,6.0
JPV852,823464,7.0
whitsbrain,823464,4.0
TheSceneSnobs,823464,6.0
Cuzzin Coo,823464,4.0
Per Gunnar Jonsson,823464,8.0
UWotMatez,823464,1.0
talisencrw,14836,9.0
ZeBlah,14836,10.0
Kamurai,14836,9.0
Manuel São Bento,877817,7.0
Horseface,877817,1.0
Wuchak,1129598,6.0
CinemaSerf,1129598,5.0
Manuel São Bento,929590,8.0
r96sk,929590,9.0
CinemaSerf,929590,6.0
Brent Marchant,929590,8.0
edrddz,929590,7.0
MovieGuys,929590,6.0
dumasori,929590,7.0
Chandler Danier,929590,7.0
TheSceneSnobs,929590,7.0
PeaceMeal,929590,3.0
Manuel São Bento,475557,9.0
ikomrad,475557,9.0
Sheldon Nylander,475557,7.0
Leno,475557,9.0
Wuchak,475557,8.0
JPV852,475557,9.0
Matthew Brady,475557,8.0
Per Gunnar Jonsson,475557,3.0
r96sk,475557,10.0
AstroNoud,475557,10.0
iltnoob,475557,10.0
Martha,475557,10.0
GenerationofSwine,475557,10.0
Andre Gonzales,475557,6.0
Alunauwie,475557,9.0
CinemaSerf,1160018,7.0
Chandler Danier,1160018,5.0
r96sk,832964,8.0
CinemaSerf,832964,7.0
griggs79,832964,7.0
CinemaSerf,7451,6.0
Bradley's,4247,10.0
katch22,4247,7.0
Manuel São Bento,786892,7.0
CinemaSerf,786892,7.0
MovieGuys,786892,6.0
r96sk,786892,8.0
Chandler Danier,786892,8.0
TheSceneSnobs,786892,5.0
Louisa Moore - Screen Zealots,786892,5.0
JPV852,786892,6.0
Mangoturtle,786892,8.0
Per Gunnar Jonsson,786892,9.0
CinemaSerf,228326,7.0
CinemaSerf,1012201,7.0
Vivekanandan KS,1012201,5.0
NeoBrowser,120,10.0
gdeveloper,120,10.0
Wuchak,120,7.0
LadyGreenEyes,120,8.0
JPV852,120,9.0
Peter McGinn,120,8.0
r96sk,120,10.0
drystyx,120,10.0
CinemaSerf,120,8.0
GenerationofSwine,1207898,1.0
Wuchak,4011,7.0
JPV852,4011,7.0
James,4011,6.0
James,4011,6.0
kevin2019,4011,8.0
tmdb51616167,4011,8.0
r96sk,4011,7.0
r96sk,974262,7.0
Pringo,974262,8.0
The Movie Mob,1029575,6.0
Manuel São Bento,634649,9.0
RADIO1'S MR. MOVIE!-MAD AMI 🌠,634649,10.0
Chris Sawin,634649,8.0
T D Heath,634649,9.0
sauceopet,634649,10.0
r96sk,634649,10.0
Adriano,634649,10.0
JPV852,634649,8.0
Per Gunnar Jonsson,634649,5.0
Nathan,634649,9.0
YourAustin,634649,10.0
The Movie Mob,634649,10.0
tmdb28039023,634649,1.0
EenNederlandseJongen,634649,10.0
CinemaSerf,1207830,6.0
Sejian,1216191,5.0
Manuel São Bento,385687,6.0
CinemaSerf,385687,6.0
MovieGuys,385687,2.0
r96sk,385687,9.0
r96sk,385687,9.0
TheRealMina,385687,1.0
Louisa Moore - Screen Zealots,385687,5.0
JPV852,385687,5.0
Per Gunnar Jonsson,385687,7.0
Chandler Danier,385687,5.0
Reno,102382,6.0
Per Gunnar Jonsson,102382,5.0
Andres Gomez,102382,7.0
John Chard,102382,6.0
CinemaSerf,102382,6.0
MovieGuys,1066262,6.0
TheSceneSnobs,1023922,8.0
CinemaSerf,1023922,6.0
Chandler Danier,1023922,8.0
Louisa Moore - Screen Zealots,1023922,6.0
Manuel São Bento,1023922,5.0
tmdb51616167,1023922,5.0
Sejian,1094974,4.0
John Chard,671,8.0
Nathan,671,8.0
CinemaSerf,671,7.0
Brent Marchant,1064213,6.0
Sejian,646097,10.0
MovieGuys,646097,4.0
Mister BLAQK,646097,7.0
Chandler Danier,646097,7.0
r96sk,646097,9.0
tmdb51616167,1186532,10.0
BadChristian,10439,4.0
r96sk,10439,7.0
Kamurai,10439,4.0
Peter McGinn,10439,5.0
CinemaSerf,10439,7.0
GenerationofSwine,10439,10.0
Andre Gonzales,10439,6.0
MovieGuys,949484,6.0
tiailds,10198,7.0
Gimly,10198,5.0
r96sk,10198,7.0
CinemaSerf,10198,7.0
furious_iz,299536,10.0
Gimly,299536,8.0
tmdb15214618,299536,4.0
Ch Walid,299536,9.5
Movie Queen41,299536,8.0
jmquint00,299536,10.0
Wuchak,299536,6.0
Santosh,299536,10.0
uridon,299536,1.0
tmdb44006625,299536,7.0
sandrakuc,299536,10.0
CinemaSerf,569094,6.0
Manuel São Bento,569094,8.0
Chris Sawin,569094,7.0
GenerationofSwine,569094,10.0
Louisa Moore - Screen Zealots,569094,9.0
ElbekAzimjonov7,569094,10.0
James,569094,6.0
Chris Sawin,667538,2.0
CinemaSerf,667538,6.0
DAVID TILAN,667538,10.0
The Movie Mob,667538,7.0
Per Gunnar Jonsson,667538,6.0
Manuel São Bento,693134,10.0
r96sk,693134,9.0
CinemaSerf,693134,7.0
biancarockr,693134,9.0
Chandler Danier,693134,9.0
justhappytobehere,693134,8.0
Roberta1970,693134,8.0
dumasori,693134,7.0
MovieGuys,693134,7.0
m_u_m_u,693134,9.0
Brent Marchant,693134,2.0
TheSceneSnobs,693134,10.0
HappyPagan,693134,10.0
tmdb51616167,693134,8.0
elshaarawy,278,9.0
John Chard,278,10.0
tmdb73913433,278,6.0
thommo_nz,278,10.0
JPV852,278,10.0
drystyx,278,3.0
CinemaSerf,278,8.0
dumasori,278,9.0
Angel Rodríguez,278,10.0
Leezan,278,10.0
Chris Sawin,346698,7.0
MovieGuys,346698,1.0
Manuel São Bento,346698,8.0
TheRealMina,346698,1.0
CinemaSerf,346698,7.0
JP Hastings-Spital,346698,8.0
Brent Marchant,346698,5.0
rsanek,346698,4.0
DRDMovieMusings,346698,7.0
The Movie Mob,346698,7.0
Thulan Perera,346698,8.0
viha,346698,7.0
MarciaClarke,346698,6.0
r96sk,346698,7.0
tmdb51616167,346698,8.0
CinemaSerf,923667,7.0
MovieGuys,923667,7.0
Sejian,923667,6.0
Manuel São Bento,863873,7.0
tmdb44006625,10191,9.0
primeos,10191,10.0
Gimly,10195,8.0
tmdb44006625,10195,7.0
Manuel São Bento,840705,7.0
CinemaSerf,840705,6.0
r96sk,840705,9.0
tmdb51616167,840705,8.0
griggs79,840705,9.0
MovieGuys,1001311,5.0
Louisa Moore - Screen Zealots,1001311,5.0
r96sk,829557,3.0
Nicola_Perillo,829557,1.0
tmdb51616167,829557,1.0
futuretv,238,10.0
crastana,238,10.0
drystyx,238,1.0
CinemaSerf,238,7.0
Surya,238,9.0
Andres Gomez,102651,7.5
Per Gunnar Jonsson,102651,8.0
DoryDarko,102651,9.0
Kamurai,102651,7.0
r96sk,102651,7.0
BiGuy,102651,9.0
Andre Gonzales,102651,7.0
CinemaSerf,102651,7.0
John Chard,10192,7.0
ohlalipop,10192,7.0
The Movie Mob,882598,2.0
Nathan,882598,7.0
CinemaSerf,882598,5.0
Manuel São Bento,882598,7.0
Horseface,882598,10.0
JPV852,882598,6.0
Dean,882598,10.0
r96sk,882598,7.0
TheSceneSnobs,1225377,1.0
TheSceneSnobs,1225377,1.0
CinemaSerf,1029955,6.0
Brent Marchant,1029955,7.0
TheSceneSnobs,1029955,2.0
r96sk,1029955,9.0
Louisa Moore - Screen Zealots,1029955,7.0
tmdb51616167,1029955,3.0
kevin2019,748230,5.0
r96sk,748230,7.0
MovieGuys,748230,5.0
CinemaSerf,748230,5.0
Fatota,150540,10.0
Andres Gomez,150540,8.0
Sxerks3,150540,8.0
Peter McGinn,150540,10.0
r96sk,150540,7.0
Kamurai,150540,8.0
CinemaSerf,150540,7.0
Andre Gonzales,150540,6.0
tmdb47940942,150540,5.0
Chris Sawin,502356,5.0
CinemaSerf,502356,6.0
Manuel São Bento,502356,8.0
rsanek,502356,9.0
Nathan,502356,7.0
holdenc,502356,10.0
Per Gunnar Jonsson,502356,6.0
YouShouldKnow,502356,7.0
pimpskitters,502356,5.0
r96sk,502356,7.0
tmdb47940942,502356,8.0
ViolettSmith,502356,8.0
Reno,157336,9.0
decovision,157336,9.5
Andres Gomez,157336,7.0
Asadullah Khan,157336,10.0
shaunfrombklyn,157336,10.0
Per Gunnar Jonsson,157336,4.0
Matthew Brady,157336,9.0
Peter McGinn,157336,9.0
kheirnandez,157336,10.0
lowkimhoe,157336,9.0
CinemaSerf,157336,7.0
r96sk,157336,10.0
madriyanto,157336,9.0
John Chard,138843,9.0
Per Gunnar Jonsson,138843,7.0
Gimly,138843,5.0
JPV852,138843,8.0
CinemaSerf,138843,7.0
Nathan,315162,9.0
ravundwa,315162,10.0
CinemaSerf,315162,7.0
GenerationofSwine,315162,10.0
Andre Gonzales,315162,8.0
r96sk,315162,9.0
ohlalipop,10193,10.0
Gimly,10193,8.0
JPV852,10193,10.0
r96sk,10193,9.0
CinemaSerf,10193,7.0
Manuel São Bento,609681,7.0
CinemaSerf,609681,6.0
Brent Marchant,609681,5.0
Limitedlatency,609681,2.0
photobythomas,609681,6.0
Chandler Danier,609681,4.0
pimpskitters,609681,3.0
BornKnight,609681,6.0
halabackgirl,609681,8.0
r96sk,609681,7.0
CinemaSerf,1104844,7.0
The Movie Mob,4232,10.0
Nathan,4232,8.0
MovieGuys,1139817,8.0
r96sk,411,9.0
MustachedMovieMan,411,10.0
CinemaSerf,411,7.0
MovieGuys,799583,1.0
TheSceneSnobs,799583,6.0
Manuel São Bento,843527,4.0
TheSceneSnobs,843527,7.0
NeoBrowser,122,10.0
Wuchak,122,5.0
JPV852,122,10.0
r96sk,122,10.0
drystyx,122,10.0
CinemaSerf,122,8.0
SWITCH.,474350,8.0
Manuel São Bento,474350,5.0
Rodney Wollam,474350,9.0
Gimly,474350,7.0
JPV852,474350,7.0
Matthew Brady,474350,7.0
r96sk,474350,8.0
CinemaSerf,474350,5.0
GenerationofSwine,474350,1.0
Andre Gonzales,474350,10.0
Nathan,672,8.0
CinemaSerf,672,7.0
CinemaSerf,937278,7.0
Nathan,937278,7.0
Peter McGinn,937278,7.0
ARGMAN,937278,5.0
tmdb51616167,937278,8.0
CinemaSerf,787699,7.0
r96sk,787699,8.0
Manuel São Bento,787699,7.0
BornKnight,787699,8.0
BornKnight,787699,8.0
rmorell1,787699,10.0
tmdb51616167,787699,10.0
Andres Gomez,122917,5.0
Per Gunnar Jonsson,122917,9.0
Gimly,122917,5.0
r96sk,122917,7.0
RADIO1'S MR. MOVIE!-MAD AMI 🌠,438631,10.0
Habenula,438631,1.0
Tsavo,438631,6.0
Manuel São Bento,438631,8.0
Mex5150,438631,4.0
Peter McGinn,438631,6.0
badelf,438631,2.0
JPV852,438631,8.0
Per Gunnar Jonsson,438631,10.0
AstroNoud,438631,8.0
Nathan,438631,9.0
The Movie Mob,438631,8.0
tmdb51616167,438631,8.0
Nathan,673,9.0
CinemaSerf,673,8.0
The Movie Mob,414906,8.0
Manuel São Bento,414906,9.0
Chris Sawin,414906,5.0
edwecks,414906,10.0
jwilliams0511971,414906,10.0
r96sk,414906,9.0
Tatsky,414906,8.0
aquiluus,414906,10.0
Aqueronte72,414906,6.0
CinemaSerf,414906,6.0
JPV852,414906,8.0
Horseface,414906,7.0
Peter McGinn,414906,8.0
mahmus,414906,10.0
Nathan,414906,10.0
Per Gunnar Jonsson,414906,4.0
tmdb28039023,414906,5.0
Dean,414906,3.0
The Movie Mob,76600,6.0
Manuel São Bento,76600,7.0
tmdb45226627,76600,8.0
TimeZone,76600,10.0
Chris Sawin,76600,4.0
Chris Sawin,76600,4.0
Chris Sawin,76600,4.0
strayndger,76600,8.0
CinemaSerf,76600,7.0
Appfel,76600,10.0
Crazypiglady,76600,6.0
MovieGuys,76600,4.0
JonathanWiddup,76600,9.0
Per Gunnar Jonsson,76600,7.0
pimpskitters,76600,4.0
@that_movie_geek,76600,5.0
CinemaSerf,675353,7.0
Manuel São Bento,675353,7.0
Chris Sawin,675353,8.0
beyondthecineramadome,675353,3.0
Per Gunnar Jonsson,675353,8.0
The Movie Mob,675353,7.0
tmdb47940942,675353,8.0
The Movie Mob,934433,8.0
Manuel São Bento,934433,6.0
CinemaSerf,934433,7.0
Nathan,934433,7.0
JPV852,934433,7.0
Adson68,934433,1.0
r96sk,934433,6.0
Lord-of-TV,5492,3.0
Eky,98,10.0
John Chard,98,10.0
Kowalczyk,98,8.0
CinemaSerf,98,8.0
Prodank,98,10.0
Andres Gomez,216015,3.0
GenerationofSwine,216015,10.0
CinemaSerf,216015,5.0
Brent Marchant,938614,7.0
CinemaSerf,938614,6.0
dumasori,938614,8.0
MovieGuys,938614,8.0
Chris Sawin,1008042,8.0
CinemaSerf,1008042,6.0
Manuel São Bento,1008042,8.0
hamfaceman,1008042,8.0
justhappytobehere,1008042,7.0
MovieGuys,1190868,7.0
Andre Gonzales,58,8.0
CinemaSerf,58,7.0
Cwf97,808,10.0
GenerationofSwine,808,10.0
핸키,808,9.0
CinemaSerf,808,7.0
Peter89Spencer,436969,8.0
JPV852,436969,7.0
RADIO1'S MR. MOVIE!-MAD AMI 🌠,436969,9.0
echeng,436969,8.0
Giovanni,436969,9.0
Manuel São Bento,436969,8.0
Chris Sawin,436969,8.0
tmdb79614358,436969,9.0
Per Gunnar Jonsson,436969,8.0
Nathan,436969,9.0
Dean,436969,6.0
tmdb28039023,436969,1.0
badelf,436969,5.0
badelf,436969,5.0
The Movie Mob,436969,9.0
Manuel São Bento,646385,8.0
Chris Sawin,646385,4.0
edwecks,646385,7.0
JPV852,646385,6.0
Nathan,646385,7.0
Martha,646385,7.0
The Movie Mob,646385,9.0
tmdb28039023,646385,6.0
Gimly,299534,9.0
Manuel São Bento,299534,10.0
heroman,299534,10.0
Per Gunnar Jonsson,299534,9.0
swapnake,299534,10.0
Wuchak,299534,6.0
gwengww,299534,4.0
John Chard,22,9.0
Andre Gonzales,22,10.0
CinemaSerf,22,7.0
CJ,1236419,9.0
CinemaSerf,507086,6.0
Manuel São Bento,507086,3.0
Chris Sawin,507086,4.0
r96sk,507086,7.0
Peter McGinn,507086,6.0
The Movie Mob,507086,7.0
JPV852,507086,2.0
